receiver_email,receiver_user_id,subject,template_name,related_entity,related_id,sent_at,error_message,success,created_at
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,La publicacón de venta - Casa familiar con piscina en Flamingo - ha sido aprobada,agency_post_approve,property,38648bb6-36c3-44bf-ac8b-d537d238cfcd,2026-01-29 16:44:58.265360-06:00,,True,2026-01-29 16:44:58.265360-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,"La publicacón de venta - Residencia de lujo en San Carlos, Alajuela - ha sido aprobada",agency_post_approve,property,e31ef646-71d2-4803-a640-db65935e0cc4,2026-06-01 16:44:58.265436-06:00,,True,2026-06-01 16:44:58.265436-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,"La publicacón de venta - Finca de 322.4m² en San José, San José - ha sido aprobada",agency_post_approve,property,7796e3bc-eed3-4598-be79-38aeabd317c4,2025-12-30 16:44:58.265503-06:00,,True,2025-12-30 16:44:58.265503-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,La publicacón de venta - Penthouse en Desamparados con vista panorámica - ha sido aprobada,agency_post_approve,property,e8fd2a5d-f07f-48fd-99d3-501e6d65b04c,2025-07-22 16:44:58.265557-06:00,,True,2025-07-22 16:44:58.265557-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,"La publicacón de venta - Casa de 5 habitaciones en Limón, Limón - ha sido aprobada",agency_post_approve,property,509b9567-6f06-48b7-9f6b-344c50342e39,2026-02-28 16:44:58.265633-06:00,,True,2026-02-28 16:44:58.265633-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,La publicacón de venta - Casa moderna en Paraíso Centro con vista a la montaña - ha sido aprobada,agency_post_approve,property,95d3e3fd-5eab-4b9f-9d46-14761f64e529,2026-06-09 16:44:58.265689-06:00,,True,2026-06-09 16:44:58.265689-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,La publicacón de venta - Apto de 4 habitaciones en Santa Cruz - ha sido aprobada,agency_post_approve,property,d5e21237-7154-4b7c-bf34-061f307742bf,2025-11-18 16:44:58.265737-06:00,,True,2025-11-18 16:44:58.265737-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,"La publicacón de venta - Apartamento en edificio con amenidades, Escazú - ha sido aprobada",agency_post_approve,property,4df05ebf-e714-439f-88c3-2182d81d1799,2026-06-25 16:44:58.265795-06:00,,True,2026-06-25 16:44:58.265795-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,La publicacón de venta - Condominio Cumbre Dorada — Unidad D-234 - ha sido aprobada,agency_post_approve,property,b06a9cb6-3587-419e-9a90-1a64ab4d8a71,2026-07-11 16:44:58.265854-06:00,,True,2026-07-11 16:44:58.265854-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,La publicacón de venta - Casa moderna en Puerto Viejo de Talamanca con vista a la montaña - ha sido aprobada,agency_post_approve,property,5d01960e-401e-46de-9bfc-12831efdfd0d,2025-10-26 16:44:58.265902-06:00,,True,2025-10-26 16:44:58.265902-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,La publicacón de venta - Apartamento moderno con balcón en Sabana Norte - ha sido aprobada,agency_post_approve,property,aee0715e-75d8-4dbb-9f71-de2af221be30,2026-05-24 16:44:58.265966-06:00,,True,2026-05-24 16:44:58.265966-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,La publicacón de venta - Terreno con vista al mar en Osa - ha sido aprobada,agency_post_approve,property,3c0edd93-fda3-41fd-b71a-86a93652b493,2026-04-21 16:44:58.266024-06:00,,True,2026-04-21 16:44:58.266024-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,La publicacón de venta - Terreno con vista al mar en Limón - ha sido aprobada,agency_post_approve,property,6d14f95f-9e44-4a20-ae65-bd8ec96bf7c2,2026-01-15 16:44:58.266076-06:00,,True,2026-01-15 16:44:58.266076-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,La publicacón de venta - Condominio Vista Verde — Unidad B-376 - ha sido aprobada,agency_post_approve,property,d73038eb-5f7a-463d-9261-20e11204c945,2025-08-12 16:44:58.266140-06:00,,True,2025-08-12 16:44:58.266140-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,La publicacón de venta - Lote residencial de 4341.25m² en Puerto Viejo de Talamanca - ha sido aprobada,agency_post_approve,property,99624e87-e7fa-495c-8937-1b27e8958799,2025-12-30 16:44:58.266206-06:00,,True,2025-12-30 16:44:58.266206-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,"La publicacón de venta - Hermosa casa en condominio privado, Desamparados Centro - ha sido aprobada",agency_post_approve,property,d47a93aa-1805-4d22-a579-d8db4566cd37,2026-02-28 16:44:58.266260-06:00,,True,2026-02-28 16:44:58.266260-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,La publicacón de venta - Condominio Mar Azul — Unidad B-260 - ha sido aprobada,agency_post_approve,property,cbdfa6d1-199f-48d6-a380-cf3c4556b255,2026-06-21 16:44:58.266327-06:00,,True,2026-06-21 16:44:58.266327-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"La publicacón de venta - Condominio con amenidades completas, Sabana Norte - ha sido aprobada",agency_post_approve,property,f96365cc-6c34-4b6c-840e-6e58a286a3f4,2026-04-19 16:44:58.266389-06:00,,True,2026-04-19 16:44:58.266389-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,"Has recibido una nueva reseña de Estela de la Rosa: «Muy buena agencia, recomendada»",agency_new_review,agency_review,92c50c96-800b-47f7-af2f-096c5d0d105e,2025-11-07 16:44:58.268990-06:00,,True,2025-11-07 16:44:58.268990-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Has recibido una nueva reseña de Gonzalo Reynoso: «Excelente atención y proceso transparente»,agency_new_review,agency_review,73476ad2-e983-45e6-b849-7db82d857ed8,2025-11-02 16:44:58.269004-06:00,,True,2025-11-02 16:44:58.269004-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,Has recibido una nueva reseña de Dalia Esquivel: «Proceso ágil y profesional»,agency_new_review,agency_review,038925e7-0065-42aa-b174-e63d6e27a9de,2026-05-27 16:44:58.269012-06:00,,True,2026-05-27 16:44:58.269012-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,Has recibido una nueva reseña de Jacinto Zúñiga: «Satisfecho con el proceso de compra»,agency_new_review,agency_review,3c64b41c-6891-46ac-ae62-64410ff05b42,2026-02-05 16:44:58.269017-06:00,,True,2026-02-05 16:44:58.269017-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Has recibido una nueva reseña de Eric Roldán: «Buen servicio al cliente»,agency_new_review,agency_review,37781f07-f52e-4ef6-823a-b50ecdc04314,2026-02-06 16:44:58.269022-06:00,,True,2026-02-06 16:44:58.269022-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,Has recibido una nueva reseña de Timoteo Merino: «Agencia confiable y bien establecida»,agency_new_review,agency_review,a6ccd414-60ba-48d0-bcdd-a91c06020cfe,2026-03-27 16:44:58.269028-06:00,,True,2026-03-27 16:44:58.269028-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,"Has recibido una nueva reseña de Joaquín Orellana: «Muy buena agencia, recomendada»",agency_new_review,agency_review,27e3cc0a-d881-4f0f-8e12-85ac73b90a3a,2026-05-04 16:44:58.269035-06:00,,True,2026-05-04 16:44:58.269035-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Has recibido una nueva reseña de Elsa Santacruz: «Superó mis expectativas»,agency_new_review,agency_review,6289e5ba-1347-48c7-8e37-6e2bffa16e59,2025-09-26 16:44:58.269040-06:00,,True,2025-09-26 16:44:58.269040-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,Has recibido una nueva reseña de Joaquín Orellana: «Excelente atención y proceso transparente»,agency_new_review,agency_review,40aa225b-9b7e-4033-ac98-1915a572b666,2026-03-12 16:44:58.269045-06:00,,True,2026-03-12 16:44:58.269045-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,Has recibido una nueva reseña de Carlota Ortiz: «Agencia confiable y bien establecida»,agency_new_review,agency_review,0c78383a-ceaa-48ff-9302-247ebb18aaaf,2025-11-19 16:44:58.269050-06:00,,True,2025-11-19 16:44:58.269050-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,Has recibido una nueva reseña de Ángela Tamayo: «Superó mis expectativas»,agency_new_review,agency_review,039c8540-554b-4f92-bcb7-5cd237e0d4c2,2026-01-03 16:44:58.269054-06:00,,True,2026-01-03 16:44:58.269054-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Has recibido una nueva reseña de Javier Bustos: «Equipo muy profesional»,agency_new_review,agency_review,09897fd5-1ce1-48e8-afc0-2de30ebef749,2026-06-08 16:44:58.269059-06:00,,True,2026-06-08 16:44:58.269059-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,Has recibido una nueva reseña de Elsa Santacruz: «Buen servicio al cliente»,agency_new_review,agency_review,7dbe20b6-49b4-4565-be23-546215bbfcc3,2026-04-24 16:44:58.269064-06:00,,True,2026-04-24 16:44:58.269064-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Has recibido una nueva reseña de Miguel Colunga: «Buen servicio al cliente»,agency_new_review,agency_review,e0d74abd-48ee-4427-9e96-9d18ad998e4d,2025-10-03 16:44:58.269068-06:00,,True,2025-10-03 16:44:58.269068-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,Has recibido una nueva reseña de Victoria Gallardo: «Buen servicio al cliente»,agency_new_review,agency_review,ec027080-bb49-43be-a426-424c3639c43f,,SMTP connection timeout,False,2025-10-01 16:44:58.269075-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Has recibido una nueva reseña de Lilia Olivera: «Superó mis expectativas»,agency_new_review,agency_review,1ee78152-0731-4420-90c2-da5b62be4597,2026-03-13 16:44:58.269080-06:00,,True,2026-03-13 16:44:58.269080-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,Has recibido una nueva reseña de Marco Antonio Briseño: «Superó mis expectativas»,agency_new_review,agency_review,1c7f745e-bc94-4756-8098-306666b7e719,2026-05-31 16:44:58.269085-06:00,,True,2026-05-31 16:44:58.269085-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,Has recibido una nueva reseña de Miguel Colunga: «Agencia confiable y bien establecida»,agency_new_review,agency_review,e8e0271f-6edb-4477-bd6c-5963b581465e,2026-04-08 16:44:58.269090-06:00,,True,2026-04-08 16:44:58.269090-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,Has recibido una nueva reseña de Paulina Mireles: «Excelente atención y proceso transparente»,agency_new_review,agency_review,cb4468d5-29b0-42f9-97e5-e8c272c88bf4,2025-12-22 16:44:58.269095-06:00,,True,2025-12-22 16:44:58.269095-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Has recibido una nueva reseña de Andrés Castellanos: «Agencia confiable y bien establecida»,agency_new_review,agency_review,11e3ec42-8bd1-4d7f-8296-709b676c0509,2026-04-29 16:44:58.269100-06:00,,True,2026-04-29 16:44:58.269100-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,Has recibido una nueva reseña de Isabel Prieto: «Proceso ágil y profesional»,agency_new_review,agency_review,1d66e017-759b-4216-a088-d3723b39a492,2025-11-07 16:44:58.269104-06:00,,True,2025-11-07 16:44:58.269104-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,Has recibido una nueva reseña de Silvano Gil: «Excelente atención y proceso transparente»,agency_new_review,agency_review,cce684d1-03fc-4d0a-acaf-a9663bc312eb,2025-11-24 16:44:58.269111-06:00,,True,2025-11-24 16:44:58.269111-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,"Has recibido una nueva reseña de Marcela Villagómez: «Buenas propiedades, comunicación mejorable»",agency_new_review,agency_review,490a911d-74c0-49a1-9f1e-f2a35bd21d12,2026-02-20 16:44:58.269115-06:00,,True,2026-02-20 16:44:58.269115-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Has recibido una nueva reseña de Eric Roldán: «Buen servicio al cliente»,agency_new_review,agency_review,2729fa1e-3b59-46d6-93d3-f1cad0077d6f,2026-04-06 16:44:58.269120-06:00,,True,2026-04-06 16:44:58.269120-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"Has recibido una nueva reseña de Violeta Caldera: «Propiedades de calidad, precios justos»",agency_new_review,agency_review,f66f2a0f-b879-4732-abe6-3cfc9cf08a1e,2026-05-02 16:44:58.269124-06:00,,True,2026-05-02 16:44:58.269124-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,Has recibido una nueva reseña de Ignacio Montaño: «Agencia confiable y bien establecida»,agency_new_review,agency_review,1b66b0c1-ce0e-443d-acaf-029bb84094c4,2025-11-13 16:44:58.269129-06:00,,True,2025-11-13 16:44:58.269129-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,Has recibido una nueva reseña de Victoria Gallardo: «Agencia confiable y bien establecida»,agency_new_review,agency_review,c66df0bb-b172-42bb-936b-39aa16d84398,2025-12-21 16:44:58.269134-06:00,,True,2025-12-21 16:44:58.269134-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Has recibido una nueva reseña de Jacinto Zúñiga: «Proceso ágil y profesional»,agency_new_review,agency_review,277e8c1a-2a35-4cd3-87ce-f7792c45d5e6,2026-05-07 16:44:58.269140-06:00,,True,2026-05-07 16:44:58.269140-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,Has recibido una nueva reseña de Elsa Santacruz: «Agencia confiable y bien establecida»,agency_new_review,agency_review,52be57fd-c36d-437f-8645-33ce04a0191c,2025-12-21 16:44:58.269146-06:00,,True,2025-12-21 16:44:58.269146-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Has recibido una nueva reseña de Humberto Gonzales: «Equipo muy profesional»,agency_new_review,agency_review,4e0e9bee-929c-418b-a9db-1e194c760935,2025-10-06 16:44:58.269150-06:00,,True,2025-10-06 16:44:58.269150-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,Has recibido una nueva reseña de Agustín León: «Superó mis expectativas»,agency_new_review,agency_review,a0245455-07ff-4d2e-ac77-eade75e58e2c,2025-10-23 16:44:58.269155-06:00,,True,2025-10-23 16:44:58.269155-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,"Has recibido una nueva reseña de Celia Báez: «Propiedades de calidad, precios justos»",agency_new_review,agency_review,ab4f7fac-0d8c-4b47-9cab-009447f60529,2026-02-12 16:44:58.269160-06:00,,True,2026-02-12 16:44:58.269160-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,Has recibido una nueva reseña de Jacinto Zúñiga: «Satisfecho con el proceso de compra»,agency_new_review,agency_review,2f243b75-d62f-492b-b15b-1b4adc18a34d,2026-06-17 16:44:58.269164-06:00,,True,2026-06-17 16:44:58.269164-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,Has recibido una nueva reseña de Alma Fuentes: «Equipo muy profesional»,agency_new_review,agency_review,a59683ac-2bc0-44ff-8588-df51e998c374,2026-04-09 16:44:58.269169-06:00,,True,2026-04-09 16:44:58.269169-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,Has recibido una nueva reseña de Bruno Blanco: «Excelente atención y proceso transparente»,agency_new_review,agency_review,788824fe-4f7e-4ac9-a9f5-a75ad1517906,2025-12-25 16:44:58.269173-06:00,,True,2025-12-25 16:44:58.269173-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,Has recibido una nueva reseña de Javier Bustos: «Superó mis expectativas»,agency_new_review,agency_review,f2182f0e-ea4d-48e2-8136-636456fd816e,2026-04-12 16:44:58.269178-06:00,,True,2026-04-12 16:44:58.269178-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,Has recibido una nueva reseña de Hernán Haro: «Satisfecho con el proceso de compra»,agency_new_review,agency_review,0c0c2954-6e84-41ac-b7f2-4318feb993c1,2025-12-07 16:44:58.269182-06:00,,True,2025-12-07 16:44:58.269182-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,Has recibido una nueva reseña de Lilia Olivera: «Excelente atención y proceso transparente»,agency_new_review,agency_review,cc4ff584-ce83-4a1a-b599-34d0138f316e,2026-03-25 16:44:58.269188-06:00,,True,2026-03-25 16:44:58.269188-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,"Has recibido una nueva reseña de Reynaldo Jaramillo: «Muy buena agencia, recomendada»",agency_new_review,agency_review,b62f9543-ad54-4ac3-ba33-9e7a26e59a6f,2026-02-15 16:44:58.269193-06:00,,True,2026-02-15 16:44:58.269193-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Has recibido una nueva reseña de Abigail Peres: «Satisfecho con el proceso de compra»,agency_new_review,agency_review,b247a150-ab8c-4b70-a876-93abb351fbf1,2025-12-30 16:44:58.269197-06:00,,True,2025-12-30 16:44:58.269197-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Has recibido una nueva reseña de Victoria Gallardo: «Buen servicio al cliente»,agency_new_review,agency_review,f590a737-ba89-4d6d-a84e-8c5e7438cb8e,2025-11-26 16:44:58.269202-06:00,,True,2025-11-26 16:44:58.269202-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,Has recibido una nueva reseña de Caridad Mares: «Buen servicio al cliente»,agency_new_review,agency_review,489b8237-3907-4fe9-9e2b-d38d56faad15,2025-10-02 16:44:58.269208-06:00,,True,2025-10-02 16:44:58.269208-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,Has recibido una nueva reseña de Alma Fuentes: «Excelente atención y proceso transparente»,agency_new_review,agency_review,520b022f-b51c-4ae2-8013-340742c18416,2026-04-23 16:44:58.269213-06:00,,True,2026-04-23 16:44:58.269213-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,"Has recibido una nueva reseña de David Benavídez: «Propiedades de calidad, precios justos»",agency_new_review,agency_review,9e8df558-41d8-46dd-a6a0-e87e613a5022,2026-04-04 16:44:58.269218-06:00,,True,2026-04-04 16:44:58.269218-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,Has recibido una nueva reseña de Timoteo Merino: «Buen servicio al cliente»,agency_new_review,agency_review,baeaebd4-32bd-4d22-bc64-f73cbcc90d12,2026-06-26 16:44:58.269222-06:00,,True,2026-06-26 16:44:58.269222-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Has recibido una nueva reseña de Marco Antonio Briseño: «Agencia confiable y bien establecida»,agency_new_review,agency_review,9f22253b-aa47-4adb-9506-ac7243f0ce56,,SMTP connection timeout,False,2026-04-02 16:44:58.269227-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,"Has recibido una nueva reseña de Agustín León: «Buenas propiedades, comunicación mejorable»",agency_new_review,agency_review,701ec10d-2306-410e-9e59-861ee2582727,2026-01-22 16:44:58.269232-06:00,,True,2026-01-22 16:44:58.269232-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Has recibido una nueva reseña de Ángela Tamayo: «Buen servicio al cliente»,agency_new_review,agency_review,3914c3f6-a032-44a2-9225-1ce5457d3503,2026-02-28 16:44:58.269236-06:00,,True,2026-02-28 16:44:58.269236-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,Has recibido una nueva reseña de Ángela Tamayo: «Equipo muy profesional»,agency_new_review,agency_review,874f4a82-c44d-4986-a934-123646fffeb7,2026-06-11 16:44:58.269242-06:00,,True,2026-06-11 16:44:58.269242-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,Has recibido una nueva reseña de Reynaldo Jaramillo: «Buen servicio al cliente»,agency_new_review,agency_review,c7b13e0f-1afa-4442-ada3-64aa7304be10,2026-06-27 16:44:58.269246-06:00,,True,2026-06-27 16:44:58.269246-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Has recibido una nueva reseña de Gonzalo Reynoso: «Satisfecho con el proceso de compra»,agency_new_review,agency_review,7144aa7d-edd6-4405-a4d7-63df2609dd5c,2026-04-08 16:44:58.269251-06:00,,True,2026-04-08 16:44:58.269251-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,Has recibido una nueva reseña de Violeta Caldera: «Proceso ágil y profesional»,agency_new_review,agency_review,1a0a906d-2c44-4e9c-8c55-62087d67710f,2026-03-04 16:44:58.269255-06:00,,True,2026-03-04 16:44:58.269255-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,"Has recibido una nueva reseña de Benito Rodarte: «Buenas propiedades, comunicación mejorable»",agency_new_review,agency_review,655098e2-eff4-45c7-9a1c-40509d602a71,2026-04-08 16:44:58.269260-06:00,,True,2026-04-08 16:44:58.269260-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Has recibido una nueva reseña de Lucía Avilés: «Excelente atención y proceso transparente»,agency_new_review,agency_review,ecb6583c-c8ed-43fc-83a3-3f031fb174f1,2025-11-10 16:44:58.269265-06:00,,True,2025-11-10 16:44:58.269265-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,Has recibido una nueva reseña de Paulina Mireles: «Superó mis expectativas»,agency_new_review,agency_review,a2c71d9d-d6a5-4a27-88a5-ead69509dea9,2025-10-01 16:44:58.269270-06:00,,True,2025-10-01 16:44:58.269270-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,Has recibido una nueva reseña de Estela Cervantes: «Superó mis expectativas»,agency_new_review,agency_review,d0698ae2-8cf2-49d3-9bce-cb1c8e613e1b,,SMTP connection timeout,False,2025-10-06 16:44:58.269276-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"Has recibido una nueva reseña de Caridad Mares: «Muy buena agencia, recomendada»",agency_new_review,agency_review,20833b06-815c-4222-ae8b-2e5081afd49e,2025-12-25 16:44:58.269281-06:00,,True,2025-12-25 16:44:58.269281-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Has recibido una nueva reseña de Agustín León: «Excelente atención y proceso transparente»,agency_new_review,agency_review,d9afc910-f02f-4040-aad0-ad012f116b3b,,SMTP connection timeout,False,2025-10-22 16:44:58.269287-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"Has recibido una nueva reseña de Benito Rodarte: «Buenas propiedades, comunicación mejorable»",agency_new_review,agency_review,b6f09bd9-6fa0-42b1-a39e-bd6c2b17c58a,2026-04-20 16:44:58.269292-06:00,,True,2026-04-20 16:44:58.269292-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Has recibido una nueva reseña de Elvia Montes: «Buen servicio al cliente»,agency_new_review,agency_review,5063bff0-6ee2-4ad4-b8dc-9ad9d8e3b1dd,2026-05-23 16:44:58.269297-06:00,,True,2026-05-23 16:44:58.269297-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,"Has recibido una nueva reseña de Reynaldo Jaramillo: «Propiedades de calidad, precios justos»",agency_new_review,agency_review,0873e55a-685a-4c4c-b86e-5dddd1ac7d74,2026-06-25 16:44:58.269303-06:00,,True,2026-06-25 16:44:58.269303-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,Has recibido una nueva reseña de Clara Lucio: «Agencia confiable y bien establecida»,agency_new_review,agency_review,c6a8f724-2ffc-45e1-b666-b11b5c0c0cb8,2025-12-30 16:44:58.269308-06:00,,True,2025-12-30 16:44:58.269308-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Has recibido una nueva reseña de Alma Fuentes: «Equipo muy profesional»,agency_new_review,agency_review,aac1b375-9ad4-4aea-ad87-02bf3d88de79,2026-06-25 16:44:58.269313-06:00,,True,2026-06-25 16:44:58.269313-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,"Has recibido una nueva reseña de Dalia Esquivel: «Buenas propiedades, comunicación mejorable»",agency_new_review,agency_review,28128b92-0c7b-4554-bebf-616f3b198af1,2026-05-08 16:44:58.269318-06:00,,True,2026-05-08 16:44:58.269318-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Has recibido una nueva reseña de Margarita Monroy: «Buen servicio al cliente»,agency_new_review,agency_review,1a8dd891-b19a-47f6-b1f2-cee8d3d2270b,2026-04-30 16:44:58.269323-06:00,,True,2026-04-30 16:44:58.269323-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,Has recibido una nueva reseña de Marcela Villagómez: «Proceso ágil y profesional»,agency_new_review,agency_review,925c13a5-713a-4aad-8a1b-1ffa6afdc838,2026-03-27 16:44:58.269328-06:00,,True,2026-03-27 16:44:58.269328-06:00
